Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType
2017-03-17 14:17:54.532,0.001,TCP  ,192.168.220.16,56753,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 13:04:40.053,0.001,TCP  ,192.168.220.16,54847,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-17 14:17:37.819,0.004,TCP  ,192.168.220.16,48771,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-15 13:08:23.976,0.003,TCP  ,192.168.220.16,36779,192.168.100.6,80.0,6,     545,1,.AP.SF,0,attacker,dos
2017-03-21 15:04:56.744,0.005,TCP  ,192.168.220.16,38860,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-17 13:05:48.500,0.004,TCP  ,192.168.220.16,53543,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 13:07:28.591,0.005,TCP  ,192.168.100.6,80,192.168.220.16,44845.0,3,     206,1,.A..SF,0,victim,dos
2017-03-20 12:25:26.262,0.001,TCP  ,192.168.100.6,80,192.168.220.16,45896.0,3,     206,1,.A..SF,0,victim,dos
2017-03-20 09:26:42.693,0.003,TCP  ,192.168.220.16,37174,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-20 10:13:13.972,0.004,TCP  ,192.168.220.16,53785,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-17 13:06:13.158,0.002,TCP  ,192.168.100.6,80,192.168.220.16,48040.0,4,272,1,.A..SF,0,victim,dos
2017-03-15 13:41:40.289,0.002,TCP  ,192.168.100.6,80,192.168.220.16,58267.0,3,     206,1,.A..SF,0,victim,dos
2017-03-17 14:17:51.715,0.004,TCP  ,192.168.220.16,55837,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-15 13:08:22.448,0.002,TCP  ,192.168.220.16,36055,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-17 13:04:38.163,0.005,TCP  ,192.168.220.16,54076,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-20 10:13:14.037,0.002,TCP  ,192.168.100.6,80,192.168.220.16,53810.0,3,206,1,.A..SF,0,victim,dos
2017-03-21 15:05:05.797,0.003,TCP  ,192.168.100.6,80,192.168.220.16,42063.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 13:05:12.571,0.003,TCP  ,192.168.100.6,80,192.168.220.16,38843.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 13:06:38.493,0.003,TCP  ,192.168.220.16,60808,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 13:05:46.566,0.001,TCP  ,192.168.100.6,80,192.168.220.16,52779.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 14:18:10.656,0.001,TCP  ,192.168.100.6,80,192.168.220.16,48043.0,4,272,1,.A..SF,0,victim,dos
2017-03-20 12:25:24.013,0.002,TCP  ,192.168.100.6,80,192.168.220.16,45202.0,4,     272,1,.A..SF,0,victim,dos
2017-03-20 12:26:35.669,0.006,TCP  ,192.168.220.16,35086,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 14:16:15.910,0.0,TCP  ,192.168.100.6,80,192.168.220.16,58495.0,3,206,1,.A..SF,0,victim,dos
2017-03-20 09:27:28.421,0.003,TCP  ,192.168.100.6,80,192.168.220.16,48952.0,3,     206,1,.A..SF,0,victim,dos
2017-03-16 12:37:41.446,0.004,TCP  ,192.168.220.16,35360,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-20 10:13:08.766,0.005,TCP  ,192.168.220.16,51813,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 13:05:24.153,0.007,TCP  ,192.168.220.16,43838,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-17 14:18:49.051,0.005,TCP  ,192.168.220.16,59639,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-17 14:15:31.954,0.001,TCP  ,192.168.100.6,80,192.168.220.16,43016.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 14:16:14.046,0.006,TCP  ,192.168.220.16,57758,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-21 15:05:08.540,0.003,TCP  ,192.168.220.16,43039,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 14:17:21.890,0.001,TCP  ,192.168.100.6,80,192.168.220.16,42873.0,3,206,1,.A..SF,0,victim,dos
2017-03-21 15:06:02.931,0.008,TCP  ,192.168.100.6,80,192.168.220.16,58406.0,4,272,1,.A..SF,0,victim,dos
2017-03-21 15:05:20.769,0.001,TCP  ,192.168.100.6,80,192.168.220.16,47283.0,4,     272,1,.A..SF,0,victim,dos
2017-03-20 10:12:46.825,0.003,TCP  ,192.168.220.16,42543,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-16 12:37:34.837,0.002,TCP  ,192.168.100.6,80,192.168.220.16,33108.0,3,206,1,.A..SF,0,victim,dos
2017-03-20 10:13:19.384,0.004,TCP  ,192.168.100.6,80,192.168.220.16,55920.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 14:15:37.162,0.005,TCP  ,192.168.220.16,44849,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-21 15:05:57.352,0.004,TCP  ,192.168.220.16,56481,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 13:06:44.668,0.004,TCP  ,192.168.220.16,35091,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-17 13:06:15.659,0.004,TCP  ,192.168.100.6,80,192.168.220.16,49007.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 13:04:52.134,0.005,TCP  ,192.168.220.16,59507,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-21 15:06:34.841,0.003,TCP  ,192.168.220.16,46945,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-15 13:41:56.648,0.004,TCP  ,192.168.220.16,35279,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-21 15:06:42.774,0.005,TCP  ,192.168.100.6,80,192.168.220.16,49847.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 13:07:29.311,0.003,TCP  ,192.168.100.6,80,192.168.220.16,45366.0,3,     206,1,.A..SF,0,victim,dos
2017-03-17 13:05:36.099,0.002,TCP  ,192.168.220.16,48485,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-15 13:41:44.445,0.006,TCP  ,192.168.220.16,59554,192.168.100.6,80.0,6,     545,1,.AP.SF,0,attacker,dos
2017-03-20 11:46:05.337,0.002,TCP  ,192.168.100.6,80,192.168.220.16,50937.0,3,206,1,.A..SF,0,victim,dos
2017-03-20 09:26:28.123,0.004,TCP  ,192.168.220.16,59841,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-20 09:26:37.162,0.005,TCP  ,192.168.220.16,35063,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-21 15:07:01.006,0.005,TCP  ,192.168.220.16,35657,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-20 12:26:34.589,0.01,TCP  ,192.168.220.16,34779,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-15 14:41:12.306,0.002,TCP  ,192.168.100.6,80,192.168.220.16,55156.0,3,     206,1,.A..SF,0,victim,dos
2017-03-21 15:06:56.744,0.003,TCP  ,192.168.100.6,80,192.168.220.16,59754.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 14:17:44.577,0.007,TCP  ,192.168.100.6,80,192.168.220.16,51106.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 14:16:23.847,0.005,TCP  ,192.168.100.6,80,192.168.220.16,33154.0,3,206,1,.A..SF,0,victim,dos
2017-03-21 15:04:34.744,0.004,TCP  ,192.168.220.16,59355,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-17 14:15:43.747,0.003,TCP  ,192.168.100.6,80,192.168.220.16,46898.0,3,206,1,.A..SF,0,victim,dos
2017-03-20 10:12:59.818,0.006,TCP  ,192.168.220.16,48365,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-16 12:37:52.927,0.003,TCP  ,192.168.100.6,80,192.168.220.16,39720.0,3,206,1,.A..SF,0,victim,dos
2017-03-20 09:26:52.052,0.004,TCP  ,192.168.100.6,80,192.168.220.16,39532.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 14:16:16.901,0.007,TCP  ,192.168.220.16,58883,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-21 15:07:05.382,0.006,TCP  ,192.168.220.16,37119,192.168.100.6,80.0,6,     545,1,.AP.SF,0,attacker,dos
2017-03-21 15:05:07.583,0.005,TCP  ,192.168.220.16,42683,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-21 15:05:15.708,0.004,TCP  ,192.168.100.6,80,192.168.220.16,45502.0,4,     272,1,.A..SF,0,victim,dos
2017-03-16 12:37:47.223,0.005,TCP  ,192.168.220.16,37156,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-21 15:06:27.383,0.008,TCP  ,192.168.220.16,38628,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 14:16:57.155,0.005,TCP  ,192.168.220.16,33691,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-17 14:15:23.271,0.004,TCP  ,192.168.100.6,80,192.168.220.16,39981.0,3,206,1,.A..SF,0,victim,dos
2017-03-15 13:08:22.289,0.003,TCP  ,192.168.100.6,80,192.168.220.16,35981.0,3,     206,1,.A..SF,0,victim,dos
2017-03-20 12:27:09.843,0.005,TCP  ,192.168.220.16,45426,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-15 13:43:38.197,0.002,TCP  ,192.168.100.6,80,192.168.220.16,47266.0,4,     272,1,.A..SF,0,victim,dos
2017-03-17 13:06:51.825,0.003,TCP  ,192.168.100.6,80,192.168.220.16,39525.0,4,272,1,.A..SF,0,victim,dos
2017-03-21 15:06:41.776,0.003,TCP  ,192.168.220.16,49503,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-20 10:13:28.379,0.004,TCP  ,192.168.100.6,80,192.168.220.16,59451.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 13:05:44.699,0.005,TCP  ,192.168.100.6,80,192.168.220.16,52022.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 13:05:23.688,0.001,TCP  ,192.168.100.6,80,192.168.220.16,43654.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 13:07:21.329,0.002,TCP  ,192.168.220.16,37532,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-17 13:04:31.326,0.006,TCP  ,192.168.100.6,80,192.168.220.16,51541.0,3,     206,1,.A..SF,0,victim,dos
2017-03-17 14:18:16.365,0.001,TCP  ,192.168.220.16,49967,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-20 12:25:15.661,0.006,TCP  ,192.168.220.16,42879,192.168.100.6,80.0,6,     545,1,.AP.SF,0,attacker,dos
2017-03-17 13:04:52.450,0.006,TCP  ,192.168.220.16,59630,192.168.100.6,80.0,6,     545,1,.AP.SF,0,attacker,dos
2017-03-17 14:17:37.084,0.002,TCP  ,192.168.100.6,80,192.168.220.16,48485.0,4,272,1,.A..SF,0,victim,dos
2017-03-21 15:05:45.095,0.002,TCP  ,192.168.100.6,80,192.168.220.16,52430.0,4,     272,1,.A..SF,0,victim,dos
2017-03-21 15:05:49.800,0.004,TCP  ,192.168.100.6,80,192.168.220.16,53999.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 14:15:20.588,0.004,TCP  ,192.168.220.16,39166,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-17 13:07:24.859,0.005,TCP  ,192.168.220.16,38915,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-17 14:18:55.821,0.003,TCP  ,192.168.100.6,80,192.168.220.16,35541.0,4,     272,1,.A..SF,0,victim,dos
2017-03-15 13:43:31.065,0.003,TCP  ,192.168.220.16,44674,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos
2017-03-17 13:05:35.185,0.002,TCP  ,192.168.100.6,80,192.168.220.16,48128.0,4,272,1,.A..SF,0,victim,dos
2017-03-17 13:05:08.455,0.004,TCP  ,192.168.100.6,80,192.168.220.16,37291.0,4,272,1,.A..SF,0,victim,dos
2017-03-20 10:13:28.373,0.006,TCP  ,192.168.220.16,59449,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-20 09:26:53.616,0.004,TCP  ,192.168.100.6,80,192.168.220.16,39940.0,3,206,1,.A..SF,0,victim,dos
2017-03-17 14:17:03.221,0.003,TCP  ,192.168.220.16,36005,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos
2017-03-17 13:06:01.165,0.003,TCP  ,192.168.220.16,42805,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos
2017-03-21 12:28:21.747,0.113,ICMP ,192.168.220.16,0,192.168.210.121,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 15:19:44.912,0.0,ICMP ,192.168.220.16,0,192.168.200.2,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 12:47:43.607,0.399,ICMP ,192.168.220.16,0,192.168.100.142,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 12:54:58.014,0.0,ICMP ,192.168.220.16,0,192.168.100.93,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 15:18:01.979,0.0,ICMP ,192.168.220.16,0,192.168.200.128,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-17 13:02:18.373,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-16 15:08:37.977,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 12:28:20.722,0.102,ICMP ,192.168.220.16,0,192.168.210.67,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 14:46:26.257,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-20 09:18:36.626,0.541,ICMP ,192.168.220.16,0,192.168.210.251,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 12:52:37.034,0.0,ICMP ,192.168.220.16,0,192.168.100.5,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:52:52.639,0.0,ICMP ,192.168.210.4,0,192.168.220.16,0.0,1,      42,1,......,0,victim,pingScan
2017-03-21 14:54:06.989,0.0,ICMP ,192.168.220.16,0,192.168.210.104,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 15:17:31.903,0.0,ICMP ,192.168.220.16,0,192.168.200.233,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 12:57:38.337,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-16 12:55:32.529,0.0,ICMP ,192.168.220.16,0,192.168.100.21,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 14:57:52.295,0.0,ICMP ,192.168.220.16,0,192.168.210.204,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:17:59.811,0.581,ICMP ,192.168.220.16,0,192.168.210.85,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 12:48:04.237,0.947,ICMP ,192.168.220.16,0,192.168.100.242,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 12:48:48.844,0.0,ICMP ,192.168.220.16,0,192.168.100.143,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 15:17:14.901,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 14:44:23.296,0.403,ICMP ,192.168.220.16,0,192.168.210.16,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 12:28:20.522,0.098,ICMP ,192.168.220.16,0,192.168.210.14,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-20 13:00:59.167,0.0,ICMP ,192.168.220.16,0,192.168.210.25,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 14:52:18.544,0.0,ICMP ,192.168.220.16,0,192.168.210.13,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 12:49:45.214,0.0,ICMP ,192.168.220.16,0,192.168.210.85,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 12:51:33.733,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 12:46:24.229,0.0,ICMP ,192.168.220.16,0,192.168.210.7,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 15:11:35.514,0.0,ICMP ,192.168.220.16,0,192.168.200.57,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:58:07.537,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-16 15:16:33.321,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 12:28:21.747,0.113,ICMP ,192.168.220.16,0,192.168.210.146,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 13:00:20.680,0.0,ICMP ,192.168.220.16,0,192.168.100.189,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 12:55:20.971,0.0,ICMP ,192.168.220.16,0,192.168.100.212,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:56:44.751,0.0,ICMP ,192.168.220.16,0,192.168.210.172,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 12:41:03.416,0.0,ICMP ,192.168.220.16,0,192.168.210.193,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 12:28:21.725,0.114,ICMP ,192.168.220.16,0,192.168.210.231,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 12:47:39.806,0.402,ICMP ,192.168.220.16,0,192.168.100.122,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 12:48:37.033,0.0,ICMP ,192.168.220.16,0,192.168.210.209,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:58:00.276,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 12:28:20.820,0.104,ICMP ,192.168.220.16,0,192.168.210.82,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 12:39:40.415,0.0,ICMP ,192.168.220.16,0,192.168.210.173,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:18:59.527,0.0,ICMP ,192.168.210.4,0,192.168.220.16,0.0,1,      42,1,......,0,victim,pingScan
2017-03-20 09:18:30.089,0.546,ICMP ,192.168.220.16,0,192.168.210.118,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 13:00:23.676,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-20 09:18:50.793,0.575,ICMP ,192.168.220.16,0,192.168.210.95,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 12:49:48.213,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 12:46:48.993,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-20 12:49:40.919,0.0,ICMP ,192.168.220.16,0,192.168.210.33,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:39:04.363,0.0,ICMP ,192.168.220.16,0,192.168.200.35,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:56:55.940,0.0,ICMP ,192.168.220.16,0,192.168.210.208,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 15:19:53.673,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 14:48:28.748,0.0,ICMP ,192.168.220.16,0,192.168.210.229,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:50:50.512,0.0,ICMP ,192.168.220.16,0,192.168.210.214,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 15:18:43.813,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 12:49:34.425,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-20 09:18:38.796,0.588,ICMP ,192.168.220.16,0,192.168.210.49,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 15:07:23.570,0.0,ICMP ,192.168.220.16,0,192.168.200.109,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:59:32.063,0.0,UDP  ,192.168.220.16,137,192.168.220.255,137.0,1,      92,1,......,0,attacker,pingScan
2017-03-16 15:06:55.541,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 12:50:38.358,0.0,ICMP ,192.168.220.16,0,192.168.210.243,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:17:56.333,0.579,ICMP ,192.168.220.16,0,192.168.210.30,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-20 12:54:06.973,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 14:44:36.298,0.402,ICMP ,192.168.220.16,0,192.168.210.76,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 12:28:20.522,0.102,ICMP ,192.168.220.16,0,192.168.210.33,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-20 09:43:46.558,0.0,TCP  ,192.168.220.16,56357,192.168.100.6,80.0,1,      66,1,.A...F,0,attacker,pingScan
2017-03-20 09:40:03.930,0.0,ICMP ,192.168.220.16,0,192.168.200.175,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 15:18:09.979,0.0,ICMP ,192.168.220.16,0,192.168.200.222,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-17 13:02:47.415,0.0,ICMP ,192.168.220.16,0,192.168.210.130,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 13:00:52.664,0.0,ICMP ,192.168.220.16,0,192.168.100.201,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-16 12:47:46.006,0.402,ICMP ,192.168.220.16,0,192.168.100.154,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-20 09:19:06.135,0.449,ICMP ,192.168.220.16,0,192.168.210.218,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 12:55:28.527,0.0,ICMP ,192.168.220.16,0,192.168.100.254,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:38:08.150,0.0,ICMP ,192.168.220.16,0,192.168.200.166,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 14:48:57.268,0.0,ICMP ,192.168.220.16,0,192.168.210.58,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:52:56.887,0.0,ICMP ,192.168.220.16,0,192.168.210.16,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 12:28:21.126,0.102,ICMP ,192.168.220.16,0,192.168.210.126,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 15:08:50.978,0.0,ICMP ,192.168.220.16,0,192.168.200.64,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 14:56:42.341,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 13:11:52.457,0.241,ICMP ,192.168.200.9,0,192.168.220.16,0.0,2,      84,1,......,0,victim,pingScan
2017-03-16 12:59:58.480,0.0,ICMP ,192.168.220.16,0,192.168.100.255,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 13:11:53.504,0.101,ICMP ,192.168.220.16,0,192.168.200.209,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-20 09:17:25.016,0.579,ICMP ,192.168.220.16,0,192.168.210.129,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-16 15:06:28.253,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-21 13:11:53.900,0.124,ICMP ,192.168.220.16,0,192.168.200.99,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-20 09:53:47.157,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-16 12:55:53.572,0.0,ICMP ,192.168.220.16,0,192.168.100.147,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:17:18.896,45.076,ICMP ,192.168.220.1,0,192.168.220.16,3.1,47,    3290,1,......,192,victim,pingScan
2017-03-20 09:43:12.353,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-16 12:52:23.095,0.0,ICMP ,192.168.220.16,0,192.168.100.222,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 12:28:21.747,0.114,ICMP ,192.168.220.16,0,192.168.210.147,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 12:49:24.734,0.0,ICMP ,192.168.220.16,0,192.168.210.9,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:15:51.687,0.0,ICMP ,192.168.220.16,0,192.168.210.5,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:52:38.069,0.0,ICMP ,192.168.220.16,0,192.168.210.226,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 09:15:28.476,0.4,ICMP ,192.168.220.16,0,192.168.210.80,8.0,2,      84,1,......,0,attacker,pingScan
2017-03-21 12:38:18.817,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-20 13:00:20.081,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-16 15:14:04.899,0.0,ICMP ,192.168.220.16,0,192.168.200.224,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-21 12:45:36.013,0.0,ICMP ,192.168.220.1,0,192.168.220.16,3.1,1,      70,1,......,192,victim,pingScan
2017-03-16 15:19:11.446,0.0,ICMP ,192.168.220.16,0,192.168.200.205,8.0,1,      42,1,......,0,attacker,pingScan
2017-03-20 12:05:18.904,0.0,TCP  ,192.168.100.6,49175,192.168.220.16,50150.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-21 09:41:47.359,0.0,TCP  ,192.168.220.16,33649,192.168.210.1,113.0,1,      58,1,....S.,0,attacker,portScan
2017-03-15 01:34:41.380,0.0,TCP  ,192.168.200.1,5500,192.168.220.16,51357.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-15 00:42:25.864,0.0,TCP  ,192.168.220.16,51358,192.168.200.8,44442.0,1,      58,1,....S.,0,attacker,portScan
2017-03-15 17:41:58.983,0.0,TCP  ,192.168.210.1,2000,192.168.220.16,45411.0,1,      54,1,.A.R..,0,victim,portScan
2017-03-16 14:21:20.575,0.0,TCP  ,192.168.220.16,60388,192.168.210.5,49163.0,1,      58,1,....S.,0,attacker,portScan
2017-03-17 15:55:24.073,0.0,TCP  ,192.168.220.16,33535,192.168.210.2,22.0,1,      58,1,....S.,0,attacker,portScan
