Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-17 06:48:08.117,0.0,TCP  ,10689_2,80,192.168.210.5,59636.0,1,      66,1,.A..S.,32,normal,---,---,---
2017-03-21 05:59:19.331,0.005,TCP  ,192.168.220.9,57866,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-20 11:45:56.309,0.001,TCP  ,192.168.220.16,48334,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,28,10000 connections on 192.168.100.6:80
2017-03-20 15:33:48.556,0.0,TCP  ,192.168.220.10,58448,10052_62,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 12:14:15.628,0.0,UDP  ,192.168.210.5,56485,DNS,53.0,1,      91,1,......,0,normal,---,---,---
2017-03-20 16:32:52.776,0.0,TCP  ,192.168.220.15,57380,10012_25,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 17:42:40.820,0.0,TCP  ,10481_6,80,192.168.210.5,50666.0,1,      66,1,.A..S.,32,normal,---,---,---
2017-03-21 15:06:36.176,0.004,TCP  ,192.168.100.6,80,192.168.220.16,47353.0,4,272,1,.A..SF,0,victim,dos,42,10000 connections on 192.168.100.6:80
2017-03-21 09:07:25.220,0.0,UDP  ,192.168.220.10,60748,DNS,53.0,2,     160,1,......,0,normal,---,---,---
2017-03-17 16:42:27.325,0.0,TCP  ,192.168.220.12,38042,14155_3,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 09:44:47.186,0.0,TCP  ,192.168.220.16,38108,11323_107,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 15:39:42.769,0.178,TCP  ,10056_163,443,192.168.220.14,56030.0,4,     428,1,.AP.S.,32,normal,---,---,---
2017-03-15 07:09:40.325,0.0,TCP  ,192.168.220.7,59649,10864_226,80.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-20 06:56:42.826,0.024,TCP  ,192.168.220.6,52771,10471_80,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-16 14:08:23.552,0.0,TCP  ,10004_10,443,192.168.200.4,58308.0,1,     112,1,.AP...,32,normal,---,---,---
2017-03-20 16:03:31.522,0.0,TCP  ,192.168.220.15,39459,10296_238,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 15:43:55.646,0.0,TCP  ,10159_99,443,192.168.210.5,60019.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 12:42:55.132,0.0,TCP  ,192.168.220.16,36187,10223_61,80.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-20 09:01:19.346,0.0,TCP  ,192.168.220.13,49300,10296_238,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-18 18:57:04.835,0.0,TCP  ,10063_33,80,192.168.220.7,36980.0,1,66,1,.A....,32,normal,---,---,---
2017-03-20 12:26:42.387,0.003,TCP  ,192.168.100.6,80,192.168.220.16,37281.0,3,206,1,.A..SF,0,victim,dos,31,10000 connections on 192.168.100.6:80
2017-03-15 08:33:48.644,0.0,TCP  ,EXT_SERVER,8082,192.168.220.16,60803.0,1,     212,1,.AP...,32,normal,---,---,---
2017-03-17 13:05:47.388,0.003,TCP  ,192.168.100.6,80,192.168.220.16,53089.0,4,272,1,.A..SF,0,victim,dos,16,10000 connections on 192.168.100.6:80
2017-03-18 08:47:09.456,0.282,TCP  ,192.168.200.8,62605,EXT_SERVER,8082.0,2,     319,1,.AP...,0,normal,---,---,---
2017-03-17 08:32:06.420,0.0,TCP  ,192.168.220.11,60017,10074_40,443.0,2,     108,1,.A...F,0,normal,---,---,---
2017-03-16 14:35:08.897,0.0,TCP  ,192.168.210.5,55219,10725_50,443.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-15 15:11:39.944,0.0,TCP  ,192.168.220.4,51430,10056_203,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 08:32:04.880,0.0,TCP  ,10074_39,443,192.168.220.11,54163.0,3,     162,1,.A...F,32,normal,---,---,---
2017-03-15 12:43:04.405,0.235,TCP  ,192.168.200.8,57415,10321_204,443.0,4,     796,1,.AP.S.,0,normal,---,---,---
2017-03-16 08:11:53.297,0.026,TCP  ,192.168.220.9,56729,10527_4,443.0,5,     453,1,.AP..F,0,normal,---,---,---
2017-03-21 07:33:12.750,0.001,TCP  ,192.168.220.15,60101,192.168.100.5,445.0,2,     174,1,.AP...,0,normal,---,---,---
2017-03-21 12:59:57.294,0.0,ICMP ,192.168.200.2,0,192.168.220.16,0.0,1,      42,1,......,0,victim,portScan,37,nmap args: -sS -T 3
2017-03-20 10:19:04.006,0.0,TCP  ,10170_25,443,192.168.220.14,53386.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-21 09:04:52.644,0.004,TCP  ,192.168.100.6,80,192.168.220.16,52679.0,3,     570,1,.AP.S.,0,victim,portScan,34,nmap args: -sS -T 1
2017-03-21 11:49:41.363,0.0,UDP  ,192.168.220.16,33398,DNS,53.0,2,     146,1,......,0,normal,---,---,---
2017-03-20 14:09:08.718,0.018,TCP  ,192.168.210.5,60523,10561_14,80.0,2,     108,1,.A.R.F,0,normal,---,---,---
2017-03-15 13:43:26.810,0.002,TCP  ,192.168.100.6,80,192.168.220.16,42982.0,3,     206,1,.A..SF,0,victim,dos,4,---
2017-03-21 13:50:14.998,0.001,TCP  ,192.168.210.5,57440,10541_251,80.0,2,     108,1,.A...F,0,normal,---,---,---
2017-03-16 07:01:34.512,0.0,TCP  ,192.168.210.5,64917,10060_27,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-15 16:08:47.225,0.0,TCP  ,192.168.220.13,43839,10022_249,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 08:45:18.094,0.038,UDP  ,192.168.220.13,46054,DNS,53.0,2,     164,1,......,0,normal,---,---,---
2017-03-18 13:29:15.245,0.0,TCP  ,10538_97,80,192.168.220.7,52113.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-18 14:46:31.953,0.0,UDP  ,192.168.220.12,137,192.168.220.255,137.0,1,      92,1,......,0,normal,---,---,---
2017-03-20 09:27:15.874,0.006,TCP  ,192.168.100.6,80,192.168.220.16,45868.0,4,272,1,.A..SF,0,victim,dos,23,10000 connections on 192.168.100.6:80
2017-03-21 14:29:47.644,1.208,TCP  ,10321_204,443,192.168.220.15,34366.0,16,   34164,1,.AP.S.,0,normal,---,---,---
2017-03-15 13:55:23.722,0.0,TCP  ,192.168.220.12,35326,10056_84,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 19:56:43.322,0.0,UDP  ,192.168.210.5,62344,DNS,53.0,1,      77,1,......,0,normal,---,---,---
2017-03-17 12:51:03.438,0.11,TCP  ,192.168.220.16,35239,12284_86,443.0,3,     215,1,.AP..F,0,normal,---,---,---
2017-03-21 11:07:22.318,0.0,TCP  ,192.168.220.11,50365,10360_23,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 17:48:16.374,0.188,TCP  ,10347_97,80,192.168.220.13,56993.0,3,    1550,1,.AP.S.,0,normal,---,---,---
2017-03-18 17:51:18.876,0.003,UDP  ,DNS,53,192.168.220.14,41801.0,2,     264,1,......,0,normal,---,---,---
2017-03-20 15:54:31.198,0.0,TCP  ,11010_57,80,192.168.220.15,58595.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-15 11:56:27.748,0.0,TCP  ,10166_19,443,192.168.220.4,48305.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 08:22:31.425,1.867,TCP  ,192.168.220.13,46950,10447_157,443.0,3,    2058,1,.AP...,0,normal,---,---,---
2017-03-21 11:45:25.655,0.073,TCP  ,192.168.220.13,57774,10163_46,443.0,3,     162,1,.A...F,0,normal,---,---,---
2017-03-21 16:48:43.921,0.0,TCP  ,12324_27,80,192.168.220.8,39103.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-18 17:03:37.649,0.103,TCP  ,11178_152,443,192.168.220.7,52264.0,2,     163,1,.AP..F,32,normal,---,---,---
2017-03-21 10:11:23.697,0.0,TCP  ,10143_80,443,192.168.220.14,58380.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-21 16:24:06.214,0.0,TCP  ,10056_144,443,192.168.220.13,46730.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 12:06:45.770,0.0,TCP  ,192.168.100.5,1174,192.168.220.16,50151.0,1,      54,1,.A.R..,0,victim,portScan,29,nmap args: -sS -T 3
2017-03-21 11:06:54.341,0.0,TCP  ,192.168.100.5,445,192.168.220.6,56281.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-15 12:33:32.525,0.0,TCP  ,192.168.200.8,54556,10796_85,80.0,2,     108,1,.A...F,0,normal,---,---,---
2017-03-17 14:39:15.552,0.0,TCP  ,11851_34,443,192.168.210.5,63489.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 13:01:35.852,0.0,TCP  ,192.168.220.16,38150,192.168.200.8,1025.0,1,      58,1,....S.,0,attacker,portScan,37,nmap args: -sS -T 3
2017-03-17 12:14:04.042,0.0,TCP  ,10118_111,80,192.168.220.12,41962.0,1,      74,1,.A..S.,32,normal,---,---,---
2017-03-16 16:45:01.378,0.038,TCP  ,192.168.200.8,51246,12324_27,80.0,2,     547,1,.AP...,0,normal,---,---,---
2017-03-17 13:05:57.432,0.004,TCP  ,192.168.220.16,41390,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-21 12:53:41.361,0.207,TCP  ,192.168.220.16,60037,10107_59,443.0,11,    2695,1,.AP.S.,0,normal,---,---,---
2017-03-20 11:46:06.812,0.004,TCP  ,192.168.220.16,51346,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,28,10000 connections on 192.168.100.6:80
2017-03-21 23:16:31.621,0.0,TCP  ,EXT_SERVER,8082,192.168.200.8,62605.0,1,     200,1,.AP...,32,normal,---,---,---
2017-03-20 12:26:40.118,0.005,TCP  ,192.168.220.16,36505,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,31,10000 connections on 192.168.100.6:80
2017-03-17 14:17:38.366,0.005,TCP  ,192.168.220.16,48902,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-17 15:42:00.244,0.0,TCP  ,11038_71,80,192.168.220.14,42422.0,1,      74,1,.A..S.,32,normal,---,---,---
2017-03-21 18:32:05.516,0.015,TCP  ,192.168.220.14,38510,10082_214,443.0,3,     229,1,.AP..F,0,normal,---,---,---
2017-03-17 16:48:37.792,0.0,TCP  ,10296_234,80,192.168.220.4,33010.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 11:05:44.101,0.0,TCP  ,10756_67,80,192.168.220.9,55889.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 12:30:41.160,0.0,TCP  ,192.168.220.6,59485,11978_166,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 13:06:49.347,0.005,TCP  ,192.168.100.6,80,192.168.220.16,36944.0,4,272,1,.A..SF,0,victim,dos,16,10000 connections on 192.168.100.6:80
2017-03-15 15:23:44.435,0.02,TCP  ,192.168.200.4,43932,10069_75,80.0,2,     128,1,.A..S.,0,normal,---,---,---
2017-03-15 06:04:24.816,0.0,TCP  ,10118_55,80,192.168.220.4,46282.0,1,      74,1,.A..S.,32,normal,---,---,---
2017-03-17 13:04:54.819,0.005,TCP  ,192.168.220.16,60496,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-17 15:37:01.679,0.0,UDP  ,DNS,53,192.168.220.4,47777.0,1,     337,1,......,0,normal,---,---,---
2017-03-20 17:58:59.559,0.0,TCP  ,10075_226,80,192.168.220.14,59052.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 10:41:58.480,0.299,TCP  ,192.168.220.15,36749,10784_4,443.0,11,    1511,1,.AP.S.,0,normal,---,---,---
2017-03-15 13:54:08.842,0.021,TCP  ,192.168.220.9,50807,EXT_SERVER,8082.0,2,     338,1,.AP...,0,normal,---,---,---
2017-03-17 13:40:08.262,0.0,TCP  ,192.168.220.6,33566,10790_112,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 18:03:32.459,0.061,TCP  ,10150_27,443,192.168.220.15,37864.0,5,    1236,1,.AP.S.,32,normal,---,---,---
2017-03-20 11:39:54.281,0.003,TCP  ,11550_77,80,192.168.220.14,48550.0,4,     724,1,.AP...,32,normal,---,---,---
2017-03-20 11:46:05.337,0.002,TCP  ,192.168.100.6,80,192.168.220.16,50937.0,3,206,1,.A..SF,0,victim,dos,28,10000 connections on 192.168.100.6:80
2017-03-17 10:57:36.227,0.0,TCP  ,12859_133,443,192.168.220.6,53533.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 14:15:34.649,0.003,TCP  ,192.168.100.6,80,192.168.220.16,44052.0,3,206,1,.A..SF,0,victim,dos,18,10000 connections on 192.168.100.6:80
2017-03-15 09:22:31.156,0.0,TCP  ,10223_4,80,192.168.200.8,52489.0,1,      58,1,.A..S.,0,normal,---,---,---
2017-03-21 09:34:20.304,0.0,TCP  ,192.168.200.9,58645,10012_74,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-17 09:13:22.658,0.0,TCP  ,10012_24,80,192.168.220.4,49940.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-21 13:00:44.228,0.208,TCP  ,10249_77,443,192.168.200.8,49685.0,14,   11122,1,.AP.SF,0,normal,---,---,---
2017-03-21 09:08:46.568,1.408,TCP  ,192.168.220.11,57965,11054_192,443.0,4,    2364,1,.AP...,0,normal,---,---,---
2017-03-20 10:04:11.716,0.0,TCP  ,192.168.220.10,38855,10704_25,80.0,1,      66,1,.A...F,0,normal,---,---,---
2017-03-20 16:44:29.609,3.363,TCP  ,10057_29,80,192.168.220.15,59857.0,3,    2586,1,.AP...,32,normal,---,---,---
2017-03-17 14:16:57.155,0.005,TCP  ,192.168.220.16,33691,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-15 13:08:03.395,0.004,TCP  ,192.168.100.6,80,192.168.220.16,56673.0,3,     206,1,.A..SF,0,victim,dos,3,---
2017-03-17 12:36:39.356,0.0,TCP  ,10063_33,80,192.168.220.6,53591.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 09:26:25.966,0.005,TCP  ,192.168.220.16,59047,192.168.100.6,80.0,6,     545,1,.AP.SF,0,attacker,dos,23,10000 connections on 192.168.100.6:80
2017-03-15 11:27:53.476,0.624,TCP  ,10321_204,443,192.168.220.15,44533.0,7,    5427,1,.AP.S.,0,normal,---,---,---
2017-03-20 12:34:59.013,0.0,TCP  ,192.168.220.16,49419,10163_60,443.0,2,     108,1,.A...F,0,normal,---,---,---
2017-03-16 15:06:58.864,0.0,TCP  ,192.168.210.5,57252,10082_46,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-17 17:45:29.343,0.0,TCP  ,192.168.100.5,445,192.168.220.5,48792.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-15 09:17:44.531,0.0,UDP  ,192.168.220.3,48192,DNS,53.0,1,      87,1,......,0,normal,---,---,---
2017-03-20 08:50:02.607,0.047,UDP  ,192.168.220.6,49619,DNS,53.0,2,     170,1,......,0,normal,---,---,---
2017-03-18 12:55:21.081,0.0,UDP  ,DNS,53,192.168.220.14,35517.0,2,     299,1,......,0,normal,---,---,---
2017-03-15 22:59:08.347,0.0,TCP  ,192.168.220.16,45411,192.168.210.5,32772.0,1,      58,1,....S.,0,attacker,portScan,7,nmap args: -sS -T 1
2017-03-15 07:11:17.315,0.0,TCP  ,192.168.220.7,54514,10310_200,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 15:06:09.249,0.003,TCP  ,192.168.100.6,80,192.168.220.16,60572.0,4,272,1,.A..SF,0,victim,dos,42,10000 connections on 192.168.100.6:80
2017-03-16 18:22:03.130,0.154,TCP  ,10078_77,443,192.168.220.15,55758.0,8,    5379,1,.AP.S.,0,normal,---,---,---
2017-03-17 12:53:40.550,0.974,TCP  ,10541_171,80,192.168.220.14,57895.0,4,     589,1,.AP..F,0,normal,---,---,---
2017-03-15 14:41:25.778,0.001,TCP  ,192.168.100.6,80,192.168.220.16,60559.0,4,     272,1,.A..SF,0,victim,dos,6,---
2017-03-21 13:18:23.133,0.0,TCP  ,12175_157,443,192.168.220.8,46915.0,2,     149,1,.AP...,32,normal,---,---,---
2017-03-15 13:08:25.026,0.001,TCP  ,192.168.100.6,80,192.168.220.16,37254.0,3,     206,1,.A..SF,0,victim,dos,3,---
2017-03-15 13:49:38.268,0.03,TCP  ,192.168.200.4,39450,10704_24,80.0,4,     620,1,.AP.S.,0,normal,---,---,---
2017-03-15 11:46:57.639,0.0,TCP  ,10028_249,80,192.168.220.12,43117.0,1,      66,1,.A...F,32,normal,---,---,---
2017-03-15 17:35:45.947,0.0,TCP  ,10103_122,80,192.168.200.8,50580.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 13:23:52.150,0.0,TCP  ,10088_9,80,192.168.220.16,37188.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 12:06:40.893,0.0,TCP  ,192.168.220.16,50150,192.168.100.6,61900.0,1,      58,1,....S.,0,attacker,portScan,29,nmap args: -sS -T 3
2017-03-17 15:24:04.594,0.041,TCP  ,192.168.200.4,36042,11067_110,443.0,5,    1797,1,.AP...,0,normal,---,---,---
2017-03-15 16:02:44.561,0.105,TCP  ,10279_208,443,192.168.220.12,35676.0,6,    3523,1,.AP.SF,32,normal,---,---,---
2017-03-16 08:40:37.019,0.0,UDP  ,192.168.220.6,60057,DNS,53.0,2,     150,1,......,0,normal,---,---,---
2017-03-21 11:26:55.562,0.034,UDP  ,DNS,53,192.168.220.8,55150.0,2,     223,1,......,0,normal,---,---,---
2017-03-17 10:51:59.837,0.003,TCP  ,10087_41,443,192.168.220.14,51436.0,3,     229,1,.AP..F,0,normal,---,---,---
2017-03-17 14:46:22.660,0.932,TCP  ,192.168.220.8,43616,11027_34,443.0,14,    1531,1,.AP.SF,0,normal,---,---,---
2017-03-17 13:04:41.153,0.004,TCP  ,192.168.220.16,55250,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-15 10:13:57.133,0.034,UDP  ,DNS,53,192.168.220.11,38346.0,2,     246,1,......,0,normal,---,---,---
2017-03-21 12:38:28.523,0.0,TCP  ,192.168.220.11,52326,10648_199,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-17 06:33:29.563,0.076,TCP  ,192.168.220.11,33789,10370_34,80.0,4,     627,1,.AP.S.,0,normal,---,---,---
2017-03-21 15:05:23.712,0.003,TCP  ,192.168.220.16,48347,192.168.100.6,80.0,5,     479,1,.AP.SF,0,attacker,dos,42,10000 connections on 192.168.100.6:80
2017-03-16 11:23:47.356,0.0,TCP  ,192.168.200.9,57894,12324_27,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-21 12:38:31.368,0.0,UDP  ,192.168.220.4,44573,DNS,53.0,2,     156,1,......,0,normal,---,---,---
2017-03-17 06:33:24.986,0.001,UDP  ,DNS,53,192.168.220.11,35559.0,2,     300,1,......,0,normal,---,---,---
2017-03-20 17:43:14.077,0.0,TCP  ,192.168.220.9,60323,10057_29,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 15:33:01.494,0.0,UDP  ,DNS,53,192.168.220.15,56889.0,2,     479,1,......,0,normal,---,---,---
2017-03-17 10:13:48.268,0.0,TCP  ,10488_11,80,192.168.220.14,49624.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 17:46:16.326,0.0,TCP  ,192.168.220.13,35310,11354_82,80.0,1,      54,1,.A....,0,normal,---,---,---
2017-03-16 07:20:06.887,0.0,TCP  ,10122_64,443,192.168.220.15,37980.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-17 14:30:27.011,2.193,TCP  ,192.168.220.8,56775,12957_44,443.0,12,    1918,1,.AP.S.,0,normal,---,---,---
2017-03-17 10:46:13.797,0.0,TCP  ,10081_164,443,192.168.220.16,36952.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-20 06:56:50.914,0.0,UDP  ,DNS,53,192.168.220.6,59485.0,2,     262,1,......,0,normal,---,---,---
2017-03-20 15:15:48.340,0.091,TCP  ,192.168.200.4,35652,10261_101,443.0,7,    1475,1,.AP.S.,0,normal,---,---,---
2017-03-21 15:04:56.744,0.005,TCP  ,192.168.220.16,38860,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,42,10000 connections on 192.168.100.6:80
2017-03-21 09:58:07.545,0.018,TCP  ,192.168.220.16,46441,10012_25,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-21 10:16:08.306,0.02,TCP  ,14509_197,443,192.168.220.16,37840.0,3,     193,1,.AP..F,0,normal,---,---,---
2017-03-21 01:16:40.224,0.076,TCP  ,EXT_SERVER,8000,192.168.200.8,50882.0,7,659,1,.AP.SF,32,normal,---,---,---
2017-03-20 11:31:02.867,0.0,TCP  ,10082_249,80,192.168.210.5,52952.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-15 07:06:37.227,0.0,TCP  ,10122_64,443,192.168.220.6,60302.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-21 14:47:02.572,0.499,TCP  ,192.168.220.10,60968,10007_18,443.0,5,     647,1,.AP.S.,0,normal,---,---,---
2017-03-15 18:46:15.189,0.0,TCP  ,192.168.220.8,35073,10527_14,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 17:30:21.038,0.0,UDP  ,DNS,53,192.168.210.5,64549.0,1,     143,1,......,0,normal,---,---,---
2017-03-16 07:56:11.365,0.0,TCP  ,192.168.220.7,58515,10267_102,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-16 18:09:32.625,0.0,TCP  ,10678_131,80,192.168.210.5,57385.0,1,      54,1,.A....,32,normal,---,---,---
2017-03-15 09:38:20.105,0.102,TCP  ,10124_1,80,192.168.220.13,41687.0,5,    1198,1,.AP.SF,32,normal,---,---,---
2017-03-17 09:03:41.017,0.173,TCP  ,192.168.220.4,56039,10447_157,443.0,3,    2096,1,.AP...,0,normal,---,---,---
2017-03-17 13:06:45.030,0.0,TCP  ,192.168.100.6,80,192.168.220.16,35232.0,3,206,1,.A..SF,0,victim,dos,16,10000 connections on 192.168.100.6:80
2017-03-16 16:57:57.143,0.033,UDP  ,DNS,53,192.168.220.6,48105.0,2,     238,1,......,0,normal,---,---,---
2017-03-17 12:01:03.462,0.0,TCP  ,192.168.220.14,43394,11062_193,80.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-15 18:44:39.732,0.0,TCP  ,192.168.220.8,38082,11148_32,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 15:06:07.974,0.006,TCP  ,192.168.220.16,60146,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,42,10000 connections on 192.168.100.6:80
2017-03-17 10:39:43.246,0.446,TCP  ,10060_27,80,192.168.220.11,51291.0,3,    2163,1,.AP...,32,normal,---,---,---
2017-03-17 14:17:36.096,0.003,TCP  ,192.168.220.16,48152,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,18,10000 connections on 192.168.100.6:80
2017-03-20 11:46:16.977,0.002,TCP  ,192.168.100.6,80,192.168.220.16,54488.0,3,     206,1,.A..SF,0,victim,dos,28,10000 connections on 192.168.100.6:80
2017-03-17 09:04:53.904,0.08,TCP  ,11184_35,443,192.168.220.11,53250.0,5,     498,1,.AP.S.,32,normal,---,---,---
2017-03-20 10:05:13.432,0.0,TCP  ,10035_234,443,192.168.220.12,47528.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 17:32:08.211,0.0,TCP  ,12324_27,80,192.168.210.5,55317.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 13:05:31.076,0.007,TCP  ,192.168.220.16,46486,192.168.100.6,80.0,5,479,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-18 14:03:54.961,2.503,TCP  ,192.168.220.14,39637,10223_24,80.0,68,   19701,1,.AP.S.,0,normal,---,---,---
2017-03-20 12:26:57.240,0.002,TCP  ,192.168.220.16,41463,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,31,10000 connections on 192.168.100.6:80
2017-03-17 13:06:31.440,0.004,TCP  ,192.168.220.16,57799,192.168.100.6,80.0,6,545,1,.AP.SF,0,attacker,dos,16,10000 connections on 192.168.100.6:80
2017-03-17 22:14:43.999,0.0,TCP  ,EXT_SERVER,8082,192.168.200.8,62605.0,1,     200,1,.AP...,32,normal,---,---,---
2017-03-21 07:36:22.352,0.071,TCP  ,192.168.220.15,56394,10270_17,80.0,6,    1070,1,.AP.SF,0,normal,---,---,---
2017-03-20 10:13:28.841,0.003,TCP  ,192.168.100.6,80,192.168.220.16,59631.0,3,     206,1,.A..SF,0,victim,dos,26,10000 connections on 192.168.100.6:80
2017-03-17 06:49:45.175,0.0,TCP  ,10012_83,80,192.168.210.5,60123.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-17 10:38:26.737,0.283,TCP  ,192.168.210.5,65457,11189_13,80.0,4,     785,1,.AP.S.,0,normal,---,---,---
2017-03-17 15:12:11.310,0.013,TCP  ,11316_21,443,192.168.220.14,45981.0,7,   16013,1,.AP...,32,normal,---,---,---
2017-03-20 12:03:47.784,0.0,TCP  ,192.168.220.16,50150,192.168.100.1,993.0,1,      58,1,....S.,0,attacker,portScan,29,nmap args: -sS -T 3
2017-03-21 13:51:22.395,0.0,TCP  ,192.168.200.8,53227,10012_19,80.0,1,      55,1,.A....,0,normal,---,---,---
2017-03-20 14:12:32.780,0.034,TCP  ,10798_7,443,192.168.220.12,33783.0,5,     991,1,.AP.S.,32,normal,---,---,---
2017-03-17 13:07:29.311,0.003,TCP  ,192.168.100.6,80,192.168.220.16,45366.0,3,     206,1,.A..SF,0,victim,dos,16,10000 connections on 192.168.100.6:80
2017-03-16 12:59:15.716,0.0,TCP  ,10056_132,80,192.168.220.5,47295.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-16 15:16:06.507,0.0,TCP  ,10527_2,80,192.168.200.8,58041.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 09:09:38.970,0.018,TCP  ,192.168.220.10,49499,10082_70,80.0,2,     132,1,.A...F,0,normal,---,---,---
2017-03-21 11:53:17.746,1.765,TCP  ,10199_4,443,192.168.220.13,34739.0,12,    3920,1,.AP...,32,normal,---,---,---
2017-03-15 15:16:24.340,0.0,TCP  ,10027_249,443,192.168.210.5,61445.0,1,      66,1,.A....,32,normal,---,---,---
2017-03-20 16:09:45.628,0.0,TCP  ,192.168.220.16,42839,10181_60,443.0,1,      66,1,.A....,0,normal,---,---,---
2017-03-21 07:31:47.357,0.071,TCP  ,192.168.220.11,35021,10022_249,443.0,4,     976,1,.AP...,0,normal,---,---,---
2017-03-15 20:28:08.095,0.0,TCP  ,192.168.100.5,445,192.168.220.9,37884.0,1,     108,1,.AP...,0,normal,---,---,---
2017-03-17 09:55:18.829,0.085,TCP  ,192.168.200.8,64984,10124_1,80.0,5,     726,1,.AP.SF,0,normal,---,---,---
2017-03-17 12:34:40.039,0.256,TCP  ,192.168.220.10,58197,10096_86,443.0,10,    1375,1,.AP.S.,0,normal,---,---,---
2017-03-16 14:10:09.146,0.018,TCP  ,192.168.200.4,55146,10658_11,443.0,2,     154,1,.AP...,0,normal,---,---,---
